DE,bit_pos,SHCOARSE,ABSENT,DE TIME,EGY,MODE,TOF0,TOF1,TOF2,TOF3,CKSM,POS
1116,49237,460400745,6,2976,3,1,858,65535,65535,65535,255,0
1117,49269,460400745,6,2757,3,1,20,65535,65535,65535,255,2
1118,49298,460400745,13,3771,3,0,65535,65535,110,65535,255,255
1119,49329,460400745,10,2698,3,1,65535,126,65535,65535,255,1
1120,49378,460400745,0,4054,3,1,176,65535,106,70,6,255
1121,49409,460400745,10,2678,3,1,65535,120,65535,65535,255,1
1122,49441,460400745,6,2695,3,1,18,65535,65535,65535,255,2
1123,49472,460400745,10,3555,3,1,65535,126,65535,65535,255,1
1124,49504,460400745,6,3432,3,1,32,65535,65535,65535,255,3
1125,49533,460400745,13,2888,3,0,65535,65535,110,65535,255,255
1126,49582,460400745,0,3671,3,1,176,65535,120,66,6,255
1127,49636,460400745,0,3119,3,0,788,486,394,66,255,255
1128,49685,460400745,0,3969,3,1,186,65535,106,54,10,255
1129,49734,460400745,0,4032,4,1,158,65535,108,68,8,255
1130,49765,460400745,10,3188,4,1,65535,130,65535,65535,255,1
1131,49797,460400745,6,4086,4,1,6,65535,65535,65535,255,2
1132,49846,460400745,0,3762,4,1,384,65535,388,62,6,255
1133,49875,460400745,13,3557,4,0,65535,65535,488,65535,255,255
1134,49904,460400745,13,3787,4,0,65535,65535,462,65535,255,255
1135,49933,460400745,13,3766,4,0,65535,65535,100,65535,255,255
1136,49962,460400745,13,3578,4,0,65535,65535,282,65535,255,255
1137,49994,460400745,6,2939,4,1,162,65535,65535,65535,255,0
1138,50043,460400745,0,3105,4,1,164,65535,100,70,6,255
1139,50075,460400745,6,4085,4,1,178,65535,65535,65535,255,1
1140,50104,460400745,13,3925,4,0,65535,65535,550,65535,255,255
1141,50133,460400745,13,3980,4,0,65535,65535,104,65535,255,255
1142,50165,460400745,6,3197,4,1,54,65535,65535,65535,255,3
1143,50196,460400745,10,2476,4,1,65535,72,65535,65535,255,1
1144,50245,460400745,0,2586,4,1,168,65535,106,74,6,255
1145,50299,460400745,0,3488,4,0,1016,632,480,66,255,255
1146,50353,460400745,0,4046,4,0,1734,94,718,66,255,255
1147,50402,460400745,0,4028,4,1,168,65535,104,72,8,255
1148,50431,460400745,13,3833,4,0,65535,65535,120,65535,255,255
1149,50485,460400745,0,3116,4,0,946,550,492,68,255,255
1150,50539,460400745,0,3684,4,0,842,454,482,66,255,255
1151,50593,460400745,0,3867,4,0,900,528,466,66,255,255
1152,50647,460400745,0,4085,4,0,878,492,482,68,255,255
1153,50701,460400745,0,2592,4,0,1264,832,530,66,255,255
1154,50755,460400745,0,3522,4,0,796,460,432,70,255,255
1155,50804,460400745,0,3802,4,1,192,65535,122,44,10,255
1156,50858,460400745,0,3753,4,0,780,468,408,70,255,255
1157,50907,460400745,0,2828,4,1,168,65535,112,68,6,255
1158,50956,460400745,0,3658,4,1,156,65535,94,70,8,255
1159,51010,460400745,0,3987,4,0,922,518,502,70,255,255
1160,51042,460400745,6,3882,4,1,968,65535,65535,65535,255,0
1161,51071,460400745,13,3915,4,0,65535,65535,442,65535,255,255
1162,51125,460400745,0,4052,4,0,1050,638,510,66,255,255
1163,51179,460400745,0,3736,4,0,1568,120,530,70,255,255
1164,51211,460400745,6,2779,4,1,572,65535,65535,65535,255,2
1165,51265,460400745,0,3753,4,0,816,440,442,42,255,255
1166,51314,460400745,0,4046,4,1,162,65535,104,68,6,255
1167,51345,460400745,10,1702,4,1,65535,662,65535,65535,255,0
1168,51377,460400745,6,3682,4,1,198,65535,65535,65535,255,0
1169,51409,460400745,6,3771,4,1,164,65535,65535,65535,255,0
1170,51438,460400745,13,3918,4,0,65535,65535,746,65535,255,255
1171,51469,460400745,10,3588,4,1,65535,128,65535,65535,255,1
1172,51500,460400745,10,2490,5,1,65535,38,65535,65535,255,1
1173,51529,460400745,13,2190,5,0,65535,65535,506,65535,255,255
1174,51561,460400745,6,3981,5,1,26,65535,65535,65535,255,3
1175,51592,460400745,10,3598,5,1,65535,28,65535,65535,255,1
1176,51624,460400745,6,3968,5,1,800,65535,65535,65535,255,0
1177,51673,460400745,0,2487,5,1,166,65535,102,70,10,255
1178,51705,460400745,6,3028,5,1,746,65535,65535,65535,255,1
1179,51759,460400745,0,4075,5,0,884,530,448,68,255,255
1180,51813,460400745,0,3890,5,0,980,562,488,40,255,255
1181,51842,460400745,13,3241,5,0,65535,65535,476,65535,255,255
1182,51873,460400745,10,3938,5,1,65535,512,65535,65535,255,1
1183,51922,460400745,0,3894,5,1,174,65535,106,68,8,255
1184,51971,460400745,0,3679,5,1,164,65535,100,70,10,255
1185,52025,460400745,0,3932,5,0,1788,832,38,70,255,255
1186,52079,460400745,0,2025,5,0,1600,172,484,44,255,255
1187,52128,460400745,0,789,5,1,162,65535,100,68,6,255
1188,52160,460400745,6,3913,5,1,160,65535,65535,65535,255,0
1189,52191,460400745,10,4043,5,1,65535,30,65535,65535,255,2
1190,52240,460400745,0,3339,5,1,166,65535,102,70,8,255
1191,52294,460400745,0,3100,5,0,712,386,390,40,255,255
1192,52343,460400745,0,3877,5,1,162,65535,92,72,6,255
1193,52397,460400745,0,3714,5,0,778,454,418,68,255,255
1194,52446,460400745,0,2400,5,1,166,65535,100,66,8,255
1195,52495,460400745,0,3947,5,1,166,65535,98,70,8,255
1196,52544,460400745,0,3998,5,1,172,65535,102,68,4,255
1197,52575,460400745,10,3860,5,1,65535,52,65535,65535,255,1
1198,52606,460400745,10,3869,5,1,65535,40,65535,65535,255,2
1199,52655,460400745,0,3976,5,1,164,65535,98,76,6,255
1200,52709,460400745,0,3986,5,0,1194,714,550,42,255,255
1201,52763,460400745,0,1900,5,0,942,544,490,66,255,255
1202,52817,460400745,0,2785,5,0,1714,280,488,42,255,255
1203,52866,460400745,0,3736,5,1,164,65535,102,68,8,255
1204,52920,460400745,0,3863,5,0,1264,822,540,68,255,255
1205,52949,460400745,13,1955,5,0,65535,65535,92,65535,255,255
1206,52980,460400745,10,3766,5,1,65535,36,65535,65535,255,1
1207,53029,460400745,0,3485,5,1,198,65535,96,68,12,255
1208,53083,460400745,0,3718,5,0,716,324,484,66,255,255
1209,53114,460400745,10,3781,5,1,65535,38,65535,65535,255,1
1210,53146,460400745,6,453,5,1,906,65535,65535,65535,255,0
1211,53177,460400745,10,3722,5,1,65535,34,65535,65535,255,2
1212,53208,460400745,10,3899,6,1,65535,42,65535,65535,255,1
1213,53240,460400745,6,4080,6,1,886,65535,65535,65535,255,1
1214,53272,460400745,6,3047,6,1,46,65535,65535,65535,255,3
1215,53304,460400745,6,3432,6,1,606,65535,65535,65535,255,2
1216,53335,460400745,10,3659,6,1,65535,76,65535,65535,255,1
1217,53367,460400745,6,3090,6,1,746,65535,65535,65535,255,2
1218,53398,460400745,10,2544,6,1,65535,44,65535,65535,255,0
1219,53427,460400745,13,4051,6,0,65535,65535,40,65535,255,255
1220,53459,460400745,6,4050,6,1,836,65535,65535,65535,255,0
1221,53488,460400745,13,3710,6,0,65535,65535,498,65535,255,255
1222,53519,460400745,10,3722,6,1,65535,62,65535,65535,255,0
1223,53548,460400745,13,2135,6,0,65535,65535,494,65535,255,255
1224,53602,460400745,0,3861,6,0,1228,864,466,70,255,255
1225,53634,460400745,6,1847,6,1,822,65535,65535,65535,255,1
1226,53688,460400745,0,3068,6,0,934,504,500,42,255,255
1227,53717,460400745,13,3637,6,0,65535,65535,714,65535,255,255
1228,53749,460400745,6,3781,6,1,980,65535,65535,65535,255,1
1229,53781,460400745,6,1836,6,1,796,65535,65535,65535,255,1
1230,53835,460400745,0,3868,6,0,908,562,444,70,255,255
1231,53884,460400745,0,2706,6,1,168,65535,90,46,10,255
1232,53938,460400745,0,3357,6,0,974,572,496,66,255,255
1233,53992,460400745,0,3265,6,0,1638,236,458,44,255,255
1234,54023,460400745,10,3265,6,1,65535,152,65535,65535,255,0
1235,54052,460400745,13,3945,6,0,65535,65535,838,65535,255,255
1236,54106,460400745,0,2426,6,0,982,562,518,68,255,255
1237,54160,460400745,0,4006,6,0,834,458,442,42,255,255
1238,54191,460400745,10,3049,7,1,65535,142,65535,65535,255,0
1239,54240,460400745,0,4060,7,1,150,65535,96,68,8,255
1240,54271,460400745,10,3875,7,1,65535,58,65535,65535,255,0
1241,54300,460400745,13,4034,7,0,65535,65535,440,65535,255,255
1242,54349,460400745,0,3388,7,1,174,65535,98,52,10,255
1243,54378,460400745,13,4083,7,0,65535,65535,76,65535,255,255
1244,54410,460400745,6,3476,7,1,24,65535,65535,65535,255,2
1245,54441,460400745,10,3452,7,1,65535,116,65535,65535,255,1
1246,54470,460400745,13,3666,7,0,65535,65535,96,65535,255,255
1247,54499,460400745,13,3840,7,0,65535,65535,500,65535,255,255
1248,54531,460400745,6,3896,7,1,1236,65535,65535,65535,255,2
1249,54560,460400745,13,4079,7,0,65535,65535,100,65535,255,255
1250,54591,460400745,10,114,7,1,65535,42,65535,65535,255,1
1251,54623,460400745,6,3801,7,1,144,65535,65535,65535,255,0
1252,54655,460400745,6,3996,7,1,154,65535,65535,65535,255,0
1253,54684,460400745,13,3850,7,0,65535,65535,490,65535,255,255
1254,54716,460400745,6,3967,7,1,158,65535,65535,65535,255,0
1255,54745,460400745,13,3626,7,0,65535,65535,412,65535,255,255
1256,54774,460400745,13,4080,7,0,65535,65535,100,65535,255,255
1257,54806,460400745,6,3279,7,1,156,65535,65535,65535,255,0
1258,54835,460400745,13,3793,7,0,65535,65535,224,65535,255,255
1259,54884,460400745,0,3811,7,1,150,65535,110,68,10,255
1260,54933,460400745,0,1717,7,1,154,65535,106,66,8,255
1261,54964,460400745,10,3969,7,1,65535,128,65535,65535,255,1
1262,55013,460400745,0,2086,7,1,168,65535,110,40,10,255
1263,55042,460400745,13,3668,1,0,65535,65535,110,65535,255,255
1264,55096,460400745,0,3576,1,0,760,450,404,68,255,255
1265,55125,460400745,13,3194,1,0,65535,65535,110,65535,255,255
1266,55174,460400745,0,2002,1,1,186,65535,110,44,12,255
1267,55203,460400745,13,3457,1,0,65535,65535,630,65535,255,255
1268,55252,460400745,0,3071,1,1,194,65535,110,50,10,255
1269,55281,460400745,13,3547,1,0,65535,65535,104,65535,255,255
1270,55312,460400745,10,345,1,1,65535,18,65535,65535,255,1
1271,55366,460400745,0,2248,1,0,992,664,430,68,255,255
1272,55397,460400745,10,2606,1,1,65535,130,65535,65535,255,1
1273,55428,460400745,10,2370,1,1,65535,148,65535,65535,255,0
1274,55477,460400745,0,3445,1,1,164,65535,90,76,8,255
1275,55508,460400745,10,2933,1,1,65535,150,65535,65535,255,0
1276,55557,460400745,0,4087,1,1,140,65535,76,66,10,255
1277,55586,460400745,13,3586,1,0,65535,65535,110,65535,255,255
1278,55618,460400745,6,4067,1,1,1484,65535,65535,65535,255,0
1279,55667,460400745,0,4072,1,1,162,65535,104,66,8,255
1280,55716,460400745,0,3446,1,1,172,65535,102,68,8,255
1281,55765,460400745,0,3766,1,1,130,65535,80,66,10,255
1282,55814,460400745,0,3640,1,1,166,65535,104,40,10,255
1283,55863,460400745,0,3734,1,1,160,65535,100,40,12,255
1284,55912,460400745,0,3315,1,1,146,65535,106,70,12,255
1285,55941,460400745,13,2828,1,0,65535,65535,110,65535,255,255
1286,55995,460400745,0,3801,1,0,862,538,418,66,255,255
1287,56044,460400745,0,2985,1,1,172,65535,112,44,12,255
1288,56075,460400745,10,3824,1,1,65535,114,65535,65535,255,1
1289,56124,460400745,0,2574,1,1,156,65535,102,66,6,255
1290,56173,460400745,0,3855,1,1,152,65535,100,66,8,255
1291,56222,460400745,0,3511,1,1,154,65535,90,68,6,255
1292,56271,460400745,0,3655,1,1,156,65535,82,76,6,255
1293,56320,460400745,0,3336,1,1,192,65535,112,2,16,255
1294,56351,460400745,10,3673,1,1,65535,156,65535,65535,255,0
1295,56400,460400745,0,2964,1,1,164,65535,94,70,8,255
1296,56454,460400745,0,3700,1,0,952,590,458,68,255,255
1297,56503,460400745,0,1929,1,1,144,65535,92,66,12,255
1298,56552,460400745,0,3811,1,1,150,65535,104,66,8,255
1299,56601,460400745,0,1942,1,1,218,65535,146,70,4,255
1300,56650,460400745,0,4037,1,1,158,65535,98,66,10,255
1301,56679,460400745,13,1949,1,0,65535,65535,118,65535,255,255
1302,56710,460400745,10,3118,1,1,65535,134,65535,65535,255,1
1303,56739,460400745,13,3976,1,0,65535,65535,386,65535,255,255
1304,56788,460400745,0,1818,1,1,160,65535,104,66,6,255
1305,56820,460400745,6,3370,1,1,902,65535,65535,65535,255,0
1306,56874,460400745,0,1179,1,0,944,558,456,42,255,255
1307,56903,460400745,13,4088,1,0,65535,65535,100,65535,255,255
1308,56932,460400745,13,4021,1,0,65535,65535,100,65535,255,255
1309,56981,460400745,0,3995,1,1,152,65535,104,66,10,255
1310,57012,460400745,10,4078,1,1,65535,126,65535,65535,255,1
1311,57061,460400745,0,3661,1,1,162,65535,104,66,8,255
1312,57090,460400745,13,235,1,0,65535,65535,94,65535,255,255
1313,57122,460400745,6,3949,1,1,38,65535,65535,65535,255,3
1314,57154,460400745,6,2705,2,1,194,65535,65535,65535,255,1
1315,57183,460400745,13,1827,2,0,65535,65535,468,65535,255,255
1316,57214,460400745,10,3950,2,1,65535,156,65535,65535,255,0
1317,57245,460400745,10,3271,2,1,65535,130,65535,65535,255,1
1318,57274,460400745,13,4049,2,0,65535,65535,110,65535,255,255
1319,57323,460400745,0,3629,2,1,180,65535,106,42,10,255
1320,57354,460400745,10,2188,2,1,65535,142,65535,65535,255,0
1321,57383,460400745,13,3038,2,0,65535,65535,102,65535,255,255
1322,57415,460400745,6,1587,2,1,30,65535,65535,65535,255,3
1323,57447,460400745,6,3244,2,1,184,65535,65535,65535,255,1
1324,57479,460400745,6,4024,2,1,162,65535,65535,65535,255,0
1325,57511,460400745,6,3765,2,1,156,65535,65535,65535,255,0
1326,57542,460400745,10,3666,2,1,65535,28,65535,65535,255,1
1327,57591,460400745,0,1818,2,1,170,65535,118,68,8,255
1328,57620,460400745,13,2502,2,0,65535,65535,104,65535,255,255
1329,57651,460400745,10,3944,2,1,65535,202,65535,65535,255,3
1330,57700,460400745,0,2349,2,1,162,65535,98,68,8,255
1331,57749,460400745,0,3204,2,1,184,65535,112,42,12,255
1332,57803,460400745,0,3794,2,0,1098,626,568,68,255,255
1333,57852,460400745,0,3339,2,1,168,65535,104,70,10,255
1334,57901,460400745,0,3944,2,1,166,65535,114,68,6,255
1335,57950,460400745,0,3648,2,1,158,65535,96,68,8,255
1336,58004,460400745,0,3695,2,0,926,514,482,42,255,255
1337,58053,460400745,0,3756,2,1,164,65535,96,72,8,255
1338,58084,460400745,10,3759,2,1,65535,152,65535,65535,255,0
1339,58113,460400745,13,3902,2,0,65535,65535,104,65535,255,255
1340,58145,460400745,6,3456,2,1,166,65535,65535,65535,255,0
1341,58176,460400745,10,3660,2,1,65535,586,65535,65535,255,1
1342,58205,460400745,13,2267,2,0,65535,65535,102,65535,255,255
1343,58254,460400745,0,3587,2,1,170,65535,106,68,10,255
1344,58283,460400745,13,3854,3,0,65535,65535,108,65535,255,255
1345,58332,460400745,0,2915,3,1,178,65535,104,44,12,255
1346,58386,460400745,0,3978,3,0,794,446,438,66,255,255
1347,58435,460400745,0,2524,3,1,166,65535,98,70,8,255
1348,58484,460400745,0,4088,3,1,170,65535,106,70,8,255
1349,58533,460400745,0,3275,3,1,164,65535,104,70,8,255
1350,58582,460400745,0,3730,3,1,178,65535,106,46,8,255
